method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,inference_time,peak_memory_mb,peak_memory_reserved_mb,processing_time,sfm_file_path,input_folder,output_folder,initial_points,failed_sfm_file_path,plot_series
colmap,87,42,,10313,,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,5. No Combined Points,synthetic,23.415613174438477,0.06068120896816254,0.8655398488044739,1000000,0.11611875891685486,10.428851127624512,0.020421398803591728,0.021033968776464462,0.8087613326028387,0.14397459069395593,10313,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,10.4784,0.403756,87,0.885202,,,,47.262017250061035,6778,6778,0,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,10313,,5. No Combined Points
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,6. No COLMAP Cameras,synthetic,20.352569580078125,0.07587305456399918,0.773491382598877,1000000,0.006157866213470697,0.2516995370388031,0.08927708864212036,0.02102166973054409,0.6888311082101471,0.1870075088630269,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p100000_random_farthestpose,lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,100000,,6. No COLMAP Cameras
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,7. No Pose Opt,synthetic,20.5725154876709,0.09495189040899277,0.7736919522285461,1000000,0.00519891083240509,0.29695671796798706,0.08478271961212158,0.019924363121390343,0.681244413590493,0.1931450915679226,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p100000_random_farthestpose,lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000_val_step14999.json,100000,,7. No Pose Opt
combined,87,42,0.0,100000,confidence,,,,0,10,farthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,ship,,,,,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,failed_sfm,1. All Improvements,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/failed_eval.json,,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,,,,,,,,,,,,,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,,,/home/ojab2/work/git/vggt/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/failed_eval.json,1. All Improvements
combined,87,42,0.0,100000,random,,,,0,10,farthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,ship,,,,,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,failed_sfm,2. No Confidence Sampling,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/failed_eval.json,,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,,,,,,,,,,,,,ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,,,/home/ojab2/work/git/vggt/combined_outputs/ship_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/failed_eval.json,2. No Confidence Sampling
colmap,87,42,,5146,,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,ship,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,5. No Combined Points,synthetic,22.677448272705078,0.14222858846187592,0.7592695951461792,1000000,0.0022772701922804117,0.12901882827281952,0.03049098327755928,0.028810393065214157,0.6826073764554086,0.21275657137381176,5146,/home/ojab2/work/git/gsplat/results/colmap_outputs/ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,0.2458,0.011214,80,0.865091,,,,25.509971380233765,983,983,0,/home/ojab2/work/git/vggt/colmap_outputs/ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam,ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,5146,,5. No Combined Points
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,ship,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,6. No COLMAP Cameras,synthetic,22.858901977539062,0.1296185404062271,0.748465359210968,1000000,0.008311179466545582,0.3772093653678894,0.14261142909526825,0.027311956509947777,0.6874333439011167,0.21210940347301177,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000,0.4869,0.027807,87,4.301907,0.1056,0.0284,0.2389,,,,,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,ship_1_n87_s42_c0.0_p100000_random_farthestpose,ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,100000,,6. No COLMAP Cameras
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,ship,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,7. No Pose Opt,synthetic,20.870609283447266,0.17614904046058655,0.701298177242279,1000000,0.008744901046156883,0.48666468262672424,0.1624460220336914,0.030732251703739166,0.5943074305774795,0.24362291487022897,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000/stats/val_step14999.json,ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000,0.4869,0.027807,87,4.301907,0.1056,0.0284,0.2389,,,,,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,ship_1_n87_s42_c0.0_p100000_random_farthestpose,ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000_val_step14999.json,100000,,7. No Pose Opt
combined,87,42,0.0,100000,confidence,,,,0,10,farthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,drums,,,,,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,failed_sfm,1. All Improvements,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/failed_eval.json,,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,,,,,,,,,,,,,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,,,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/failed_eval.json,1. All Improvements
combined,87,42,0.0,100000,random,,,,0,10,farthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,drums,,,,,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,failed_sfm,2. No Confidence Sampling,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/failed_eval.json,,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,,,,,,,,,,,,,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,,,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/failed_eval.json,2. No Confidence Sampling
colmap,87,42,,3866,,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,drums,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,5. No Combined Points,synthetic,22.8007869720459,0.08921363204717636,0.906125545501709,1000000,0.0019269566982984543,0.09517744928598404,0.015581444837152958,0.016012171283364296,0.8034973809032024,0.13361671317880486,3866,/home/ojab2/work/git/gsplat/results/colmap_outputs/drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,0.1528,0.009899,79,0.837402,,,,70.49110555648804,6778,6778,0,/home/ojab2/work/git/vggt/colmap_outputs/drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam,drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,3866,,5. No Combined Points
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,6. No COLMAP Cameras,synthetic,20.899389266967773,0.08484406024217606,0.8690087795257568,1000000,0.0031003891490399837,0.11593722552061081,0.07793186604976654,0.017566045746207237,0.749277867739893,0.15163353376661962,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000,0.173,0.01002,87,3.881439,0.0626,0.0172,0.1433,,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,100000,,6. No COLMAP Cameras
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,7. No Pose Opt,synthetic,19.667821884155273,0.10607661306858063,0.8355606198310852,1000000,0.0029657548293471336,0.1723455935716629,0.08291950821876526,0.0187007337808609,0.6938042229572777,0.1741275835483121,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000,0.173,0.01002,87,3.881439,0.0626,0.0172,0.1433,,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_steps15000_val_step14999.json,100000,,7. No Pose Opt
